session_id,unique_events,unique_from_states,unique_to_states,unique_sources,n_events
20260920_074434_515_V1_GPS_TO_VPS_NORMAL_DEV_9871,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",34
20260920_081342_063_V5_GPS_TO_VPS_NORMAL_DEV_3128,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",14
20260920_073717_378_BT_GPS_TO_VPS_NORMAL_DEV_9972,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",20
20260920_075908_789_V3_GPS_TO_VPS_NORMAL_DEV_3753,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",19
20260920_080625_926_V4_GPS_TO_VPS_NORMAL_DEV_7389,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",19
20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4,"quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Gps, IndoorLocalized, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",20
20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512,"destination_arrived, destination_changed, dwell_passed, dwell_reset, dwell_started, handover_completed_approximate, indoor_state, outdoor_state, pdr_destination_arrived, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, VpsScanning","Arrived, IndoorLocalized, IndoorVps, NoDestination, Pdr, Scanning, StartingVps, VpsScanning",Pdr,28
20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE,"app_paused, app_resumed, device_low_memory, handover_completed_approximate, outdoor_state, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr, VpsScanning","Gps, IndoorLocalized, IndoorVps, NoDestination, Pdr, Scanning, StartingVps, VpsScanning, WaitingForGps","Gps, Pdr",17
20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4,"outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Calculating, Gps, IndoorLocalized, NavigatingToB9Entrance, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",26
20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194,"handover_completed_approximate, outdoor_state, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, VpsScanning","Calculating, IndoorLocalized, IndoorVps, NoDestination, Pdr, RouteUnavailable, Scanning, StartingVps, VpsScanning","Gps, Pdr",1524
20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE,"dwell_passed, outdoor_state, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Calculating, IndoorLocalized, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",886
20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16,"outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Calculating, Gps, IndoorLocalized, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",433
20260920_090000_241_BQ_GPS_TO_VPS_NORMAL_DEV_8655,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",21
20260920_093625_926_V4_GPS_TO_VPS_NORMAL_DEV_4605,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",18
20260920_092151_652_V2_GPS_TO_VPS_NORMAL_DEV_3028,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",20
20260920_092908_789_V3_GPS_TO_VPS_NORMAL_DEV_5436,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",18
20260920_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1286,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",19
20260920_091434_515_V1_GPS_TO_VPS_NORMAL_DEV_6790,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",32
20260920_094342_063_V5_GPS_TO_VPS_NORMAL_DEV_7937,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",13
20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465,"handover_completed_approximate, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, VpsScanning","ArrivedAtB9Entrance, Calculating, IndoorLocalized, IndoorVps, Pdr, Scanning, StartingVps, VpsScanning","Gps, Pdr",13
20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA,"destination_arrived, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",1150
20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78,"dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","IndoorLocalized, NoDestination, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",18
20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4,"app_paused, app_resumed, destination_arrived, device_low_memory, handover_completed_approximate, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, VpsScanning","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, VpsScanning","Gps, Pdr",5469
20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844,"destination_arrived, dwell_passed, dwell_reset, dwell_started, handover_completed_approximate, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, VpsScanning","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Pdr, Scanning, StartingVps, VpsScanning","Gps, Pdr",402
20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C,"dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","ArrivedAtB9Entrance, Calculating, Gps, IndoorLocalized, NoDestination, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",22
20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50,"dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","ArrivedAtB9Entrance, Calculating, Gps, IndoorLocalized, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",16
20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",12
20260919_092151_652_V2_GPS_TO_VPS_NORMAL_DEV_7591,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",12
20260919_090000_241_BQ_GPS_TO_VPS_NORMAL_DEV_7947,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",12
20260919_093625_926_V4_GPS_TO_VPS_NORMAL_DEV_7770,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",12
20260919_091434_515_V1_GPS_TO_VPS_NORMAL_DEV_8534,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",16
20260919_094342_063_V5_GPS_TO_VPS_NORMAL_DEV_4393,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",11
20260919_092908_789_V3_GPS_TO_VPS_NORMAL_DEV_9871,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",13
20260913_081407_019_BT_GPS_TO_VPS_NORMAL_DEV_0022,"app_resumed, destination_arrived, device_low_memory, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","Arrived, Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",279
20260912_080215_923_V1_GPS_TO_VPS_NORMAL_DEV_F4E4,"app_paused, app_resumed, device_low_memory, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",307
